record_no_	tripno	otarms	empst	occ	jbsite	wkweek	female	age	age1	age2	age3	dweltp	pinc	hhsize	nveh	weight	nwkrs	nldr	hinc	trdist	mindst	minsub	dsttrm	nterm	gacca	gegrw	gwait	gfare	lsdum	twait	taccw	tegrw	tfare	mcost	mdist	mspace	lnlots	zcost	zdist	zspace	zcd	zcs	zds	mdpri	mspri	lnlpri	zdpri	zspri	zdspri	free	aavail	tavail	dlic	ivtt1	ivtt2	ivtt3	ivtt4	ivtt5	avail1	avail1bis	avail2	avail3	avail4	avail5	choice
7	283	814	2	4	2	1	0	50	0	1	0	1	23	2	2	0.69	9	9	0	30	961	1	20	22	10.55	7.55	0	2.6	0	7.87	7.24	3.49	1.42	5.66	542	5.59	2.64	3.26	69174.63	0.58	60.9	-0.3	-34.42	16	4.06	0.69	1	0.78	-0.88	1	1	1	1	63	63	66.54	8	9999	1	1	1	1	1	0	4
29	1638	822	1	8	1	1	1	23	1	0	0	1	23	3	2	0.78	3	3	53	28	273	9	17	22	12.19	4.6	0	2.1	0	7.94	2.99	5.88	1.42	6.3	639	4.78	4.69	5.7	45672.77	1.27	-260.05	0.16	-60.36	0	0	9.99	0	0	0	0	1	2	1	66	66	62.57	28	9999	1	1	1	1	1	0	4
51	2662	923	2	2	5	2	1	25	0	1	0	1	18	4	4	1.42	3	4	45	41	0	5	6	20	20.02	1.01	1	3.81	0	9999	9999	9999	1.42	5.44	582	4.66	4.41	3.99	60958.12	0.83	176.24	-0.03	-28.21	0	0	9.99	0	0	0	0	1	3	1	67	67	9999	32	9999	1	1	1	0	1	0	4
60	3118	418	2	8	1	1	0	45	0	1	0	1	48	3	1	0.58	3	3	68	40	167	2	0	0	6.28	3.78	0.38	3.51	1	9999	9999	9999	9999	6.67	608	4.88	4.5	5.86	53821.4	1.51	-94.51	-0.23	-10.05	41	3.26	0	0	0	0	0	1	1	1	68	68	9999	32	9999	1	1	1	0	1	0	4
39	2290	776	1	1	1	2	1	51	0	1	0	1	28	2	2	0.69	2	2	128	35	50	2	26	22	3.73	1.26	0.8	3.31	1	16.62	0.96	7.98	1.42	6.56	635	4.78	4.62	5.67	55261.34	1.38	-221.99	-0.2	-18.23	86	3.53	0	0	0	0	0	1	3	1	68	68	62.45	37	9999	1	1	1	1	1	0	4
23	1223	787	2	1	1	1	1	24	1	0	0	4	13	5	1	0.65	2	1	30	36	340	2	25	22	11.34	3.52	0.82	2.81	1	20.14	2.99	4.44	1.42	6.66	603	4.78	4.48	6.15	67336.89	1.24	-110.72	0.05	47.87	61	2.94	0.69	0	0.21	0	0	1	1	1	70	70	64.87	60	9999	1	1	1	1	1	0	4
18	1021	786	2	1	8	1	1	40	0	1	0	1	13	4	1	0.61	2	2	65	38	288	10	25	22	14.1	4.12	0.33	3.31	1	13.52	3.12	6.42	1.42	6.61	685	4.73	4.74	5.09	47554.89	1.34	-157.45	0.04	-57.77	0	0	9.99	0	0	0	1	1	1	1	73	73	67.39	65.31880449	9999	1	1	1	1	1	0	4
12	494	851	2	8	6	1	1	46	0	1	0	4	48	2	1	0.52	9	9	0	35	434	11	18	22	3.98	3.02	1	4.11	0	7	3.56	9.14	1.42	6.1	591	4.96	4.14	4.07	59999.72	1.12	-163.53	-0.36	-35.32	0	0	9.99	0	0	0	0	1	4	1	75	75	76.03	58.95054923	9999	1	1	1	1	1	0	4
52	2701	976	2	8	1	1	0	43	0	1	0	1	48	2	1	0.62	2	2	70	44	300	9	0	0	11.05	5.44	0.18	3.86	1	9999	9999	9999	9999	6.25	668	4.71	4.8	5.46	47200.95	1.38	-232.1	0.24	-59.8	0	0	9.99	0	0	0	0	2	1	1	78	78	9999	70	9999	1	1	1	0	1	0	4
41	2334	773	2	8	6	1	1	29	0	1	0	1	23	3	2	0.78	2	2	0	40	188	4	20	22	9.29	1.19	1	4.11	0	17.58	1.19	2.73	1.42	5.99	645	4.68	4.53	6.78	47028.43	0.94	62.48	-0.24	-10.92	74	3.16	1.1	660.22	1.67	-33.21	0	1	1	1	81	81	77.46	69.91736497	9999	1	1	1	1	1	0	4
37	2208	966	2	8	1	1	0	63	0	0	1	1	70	2	2	0.69	1	2	100	51	137	2	0	0	8.01	4.17	0	3.7	1	9999	9999	9999	9999	6.56	635	4.82	4.64	5.5	45490.43	1.38	-246.79	-0.2	-38.3	0	0	9.99	0	0	0	0	1	3	1	86	86	9999	79.06263552	9999	1	1	1	0	1	0	4
40	2317	964	2	8	1	1	1	48	0	1	0	3	28	2	1	0.62	1	2	30	55	350	15	0	0	12.31	2.39	1	4.41	1	9999	9999	9999	9999	8.12	674	4.91	1.39	11.29	53711.25	0.11	184.83	-0.07	0.73	0	0	9.99	0	0	0	0	1	3	1	90	90	9999	73.52326836	9999	1	1	1	0	1	0	4
56	2999	1023	2	8	1	2	0	56	0	0	1	1	70	3	3	0.78	3	3	110	62	101	9	0	0	21.78	2.23	0.83	4.41	1	9999	9999	9999	9999	6.01	654	4.68	4.8	5.8	55829.55	1.24	-122.95	0.43	-54.33	76	3.31	1.1	81.55	0.52	1.64	0	1	1	1	97	97	9999	72.08519097	9999	1	1	1	0	1	0	4
53	2740	1007	2	3	1	6	0	26	0	1	0	4	43	2	1	0.52	2	1	65	71	137	2	0	0	28.06	4.17	0	4.3	1	9999	9999	9999	9999	6.56	635	4.82	4.64	5.5	45490.43	1.38	-246.79	-0.2	-38.3	0	0	9.99	0	0	0	0	3	1	0	99	99	9999	79.8177696	9999	1	0	1	0	1	0	4
42	2348	1252	2	2	4	2	0	44	0	1	0	4	43	2	1	0.38	-50	-50	0	84	625	3	0	0	48.81	2.89	1.9	5.96	1	9999	9999	9999	9999	6.2	644	4.57	4.28	7.83	47906.67	1.11	21.16	-0.17	102.26	74	2.92	1.79	154.81	0.61	-5.93	0	1	3	1	115	115	9999	84.48954677	9999	1	1	1	0	1	0	4
383	16785	780	2	8	1	2	0	57	0	0	1	2	43	5	1	0.61	3	2	65	38	612	3	27	22	11.96	4.84	1.52	3.31	1	21.92	4.03	8.51	1.42	6.22	599	4.55	4.17	8.06	55225.69	1.02	84.17	-0.02	79.7	63	3.38	0.69	42.25	0.55	4.84	0	2	1	1	0	0	68.5	1.94	21.2806297	1	1	1	1	1	1	5
369	15322	57	2	8	1	1	1	35	0	1	0	2	38	4	2	1.78	4	3	180	3	138	3	14	21	9999	9999	9999	9999	9999	2.6	0.87	4.55	0.71	6.64	649	4.81	4.6	5.32	57870.38	1.19	-224.34	0.12	39.72	0	0	9.99	0	0	0	0	5	1	0	9	9	10.86	9999	11.04932634	1	0	1	1	0	1	5
370	15332	57	2	8	1	2	0	36	0	1	0	2	38	4	2	1.78	4	3	180	3	267	10	14	21	9999	9999	9999	9999	9999	2.5	3.27	4.55	0.71	6.45	679	4.71	4.79	5.47	47331.27	1.37	-176.88	0.19	-62.33	0	0	9.99	0	0	0	0	1	1	1	9	9	8.43	9999	14.52690076	1	1	1	1	0	1	5
382	16599	144	1	1	1	1	1	40	0	1	0	4	13	4	1	0.89	2	2	40	8	368	17	8	21	9999	9999	9999	9999	9999	4.44	4.87	1.06	0.71	5.68	621	4.78	3.95	4.07	47833.08	0.93	-81.2	0.24	-27.35	0	0	9.99	0	0	0	0	1	1	1	25	25	19.12	9999	6.143698746	1	1	1	1	0	1	5
381	16597	144	2	8	1	1	0	41	0	1	0	4	28	4	1	0.89	2	2	40	8	614	5	8	21	9999	9999	9999	9999	9999	5.54	3.88	1.06	0.71	5.39	640	4.79	4.14	3.57	39154.48	0.8	-33.27	-0.03	15.65	81	3.9	1.61	121.6	1.93	7.5	0	1	1	1	27	27	22.55	9999	20.84568189	1	1	1	1	0	1	5
378	16396	95	2	1	1	1	1	27	0	1	0	4	23	3	2	0.54	-50	-50	0	15	343	2	11	21	9999	9999	9999	9999	9999	3.81	2.6	5.15	0.71	6.66	581	4.86	4.38	6.48	68276	1.29	-31.38	0.01	67.26	0	0	9.99	0	0	0	0	3	1	1	37	37	35.39	9999	7.265320887	1	1	1	1	0	1	5
368	15254	397	2	2	1	1	0	36	0	1	0	1	28	3	2	1.78	2	2	68	23	137	2	4	20	9999	4.17	0	2.25	0	5.09	1.6	4.9	0.71	6.56	635	4.82	4.64	5.5	45490.43	1.38	-246.79	-0.2	-38.3	0	0	9.99	0	0	0	1	1	9	1	48	48	42.71	35	22.62538696	1	1	1	1	1	1	5
371	15422	306	2	1	1	1	1	38	0	1	0	1	33	4	9	0.48	3	1	68	13	328	7	3	20	9999	9999	9999	9999	9999	3.22	3.11	9.81	0.71	5.51	667	4.9	3.97	3.63	60882.38	1.01	-213.51	-0.11	-32.66	55	2.3	1.79	979.58	0.28	2.57	0	5	1	0	50	50	23.59	9999	6.053557051	1	0	1	1	0	1	5
373	15674	377	2	8	1	1	0	54	0	1	0	1	23	6	2	1.78	6	-50	75	23	705	11	4	20	9999	9999	9999	9999	9999	3.27	5.57	1.7	0.71	5.51	722	4.55	3.91	5.3	48102.32	1.08	-24.57	0.64	10.46	51	1.94	1.1	1121.56	0.01	3.93	1	3	4	0	50	50	56.15	9999	6.667142812	1	0	1	1	0	1	5
374	15676	377	2	1	1	1	1	28	0	1	0	1	13	6	2	1.78	6	-50	75	23	705	11	4	20	9999	9999	9999	9999	9999	3.27	5.57	1.7	0.71	5.51	722	4.55	3.91	5.3	48102.32	1.08	-24.57	0.64	10.46	51	1.94	1.1	1121.56	0.01	3.93	1	3	4	1	50	50	56.15	9999	9.092289802	1	1	1	1	0	1	5
377	16287	670	2	8	1	1	0	52	0	1	0	1	70	5	3	1.42	9	9	0	23	273	9	8	20	4.96	4.6	0	2.35	0	3.57	3.07	6.81	1.42	6.3	639	4.78	4.69	5.7	45672.77	1.27	-260.05	0.16	-60.36	0	0	9.99	0	0	0	0	1	1	1	55	55	39.36	36.96768193	20.11436731	1	1	1	1	1	1	5
384	16793	810	2	1	1	1	1	33	0	1	0	3	28	3	1	0.58	2	2	60	24	321	4	15	22	7.15	3.21	1	2.81	0	5.72	3.69	2.46	1.42	6.56	643	4.75	4.6	6.32	53486.14	1.15	-44.07	-0.2	-35.77	87	4.99	0.69	30.25	0.49	-3.85	0	4	1	1	55	55	48.86	47.64367649	16.31138422	1	1	1	1	1	1	5
376	16174	683	2	8	6	1	0	35	0	1	0	1	38	3	2	0.78	9	9	0	35	225	11	13	20	20.98	1.79	1	3.56	0	5.23	4.56	17.13	1.42	6.23	624	4.81	4.34	4.11	63624.99	1.12	-82.46	-0.31	-74.53	56	3.47	1.1	164.22	0.25	5.96	0	1	1	1	67	67	74.57	50.02210765	16.91060683	1	1	1	1	1	1	5
380	16555	636	2	8	1	1	0	38	0	1	0	1	70	5	1	0.61	2	2	0	52	124	2	32	20	31.6	3.08	0.49	4.41	0	4	1.26	5.53	1.42	6.57	642	4.8	4.66	5.56	48094.04	1.35	-254.63	-0.22	-22.8	100	3.53	0	0	0	0	0	3	1	1	72	72	73.33	69.23549803	17.48231094	1	1	1	1	1	1	5
375	15844	798	2	6	3	1	0	37	0	1	0	2	70	4	2	1.42	2	2	108	38	228	4	25	22	14.38	2.8	1	3.31	1	12.38	2.79	8.12	1.42	6.45	654	4.69	4.59	6.41	58918.2	1.15	-109.31	-0.04	14.5	100	3.05	0	0	0	0	1	1	1	1	75	75	62.72	79.47668571	9.292808693	1	1	1	1	1	1	5
372	15654	453	2	8	1	1	0	29	0	1	0	1	23	3	2	0.78	1	2	0	52	101	9	0	0	1.36	2.23	0.83	3.51	1	9999	9999	9999	9999	6.01	654	4.68	4.8	5.8	55829.55	1.24	-122.95	0.43	-54.33	76	3.31	1.1	81.55	0.52	1.64	0	1	1	1	78	78	9999	69.02731329	17.0509843	1	1	1	0	1	1	5
379	16424	517	2	2	1	1	0	29	0	1	0	1	23	4	2	1.42	2	2	0	70	105	4	0	0	12.13	1.33	1	3.51	1	9999	9999	9999	9999	6.31	647	4.78	4.59	6.82	52351.92	1.07	2.09	-0.21	-29.29	0	0	9.99	0	0	0	0	1	1	1	96	96	9999	78.65262235	6.98635992	1	1	1	0	1	1	5
385	17105	1243	2	1	1	1	1	25	0	1	0	2	13	4	1	0.37	4	3	65	91	270	2	0	0	54.59	3.29	0	5.25	1	5.72	3.69	2.46	1.42	6.42	626	4.86	4.61	5.82	46281.32	1.34	-269.72	-0.06	-53.01	0	0	9.99	0	0	0	0	5	1	0	113	113	48.86	94.95429752	15.60346656	1	0	1	1	1	1	5
